prkplceNo,prkplceNm,prkplceSe,prkplceType,rdnmadr,lnmadr,prkcmprt,feedingSe,enforceSe,operDay,weekdayOperOpenHhmm,weekdayOperColseHhmm,satOperOperOpenHhmm,satOperCloseHhmm,holidayOperOpenHhmm,holidayCloseOpenHhmm,parkingchrgeInfo,basicTime,basicCharge,addUnitTime,addUnitCharge,dayCmmtktAdjTime,dayCmmtkt,monthCmmtkt,metpay,spcmnt,institutionNm,phoneNumber,latitude,longitude,pwdbsPpkZoneYn,referenceDate,insttCode,insttNm
138-4-000052,선경주차장,민영,노외,부산광역시 해운대구 재반로125번길 57 (재송동),부산광역시 해운대구 재송동1056-1,7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18922851,129.1236041,,2026-04-17,3330000,부산광역시 해운대구
138-4-000053,선수촌주차장,민영,노외,,"부산광역시 해운대구 반여동1445-1,2",7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,1500,,,,10000,70000,현금,,부산광역시 해운대구청,051-749-4887,35.20076218,129.120082,,2026-04-17,3330000,부산광역시 해운대구
138-4-000054,세명주차장,민영,노외,,부산광역시 해운대구 우동1078-8,12,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,,,,2026-04-17,3330000,부산광역시 해운대구
138-4-000055,세중주차장,민영,노외,부산광역시 해운대구 송정광어골로 87 (송정동),부산광역시 해운대구 송정동446-5,8,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.17372164,129.1966722,,2026-04-17,3330000,부산광역시 해운대구
138-4-000024,더베이주차장,민영,노외,,"부산광역시 해운대구 우동747-5,-6,-9,-10-11",78,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,6000,10,1000,,,,현금,,부산광역시 해운대구청,051-749-4887,35.15710433,129.1525931,,2026-04-17,3330000,부산광역시 해운대구
138-4-000074,에이원원룸주차장,민영,노외,부산광역시 해운대구 아랫반송로5번길 52 (반송동),부산광역시 해운대구 반송동261-131,12,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.22671978,129.1477775,,2026-04-17,3330000,부산광역시 해운대구
138-4-000075,여인천하주차장,민영,노외,,부산광역시 해운대구 우동426-5,5,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16747119,129.1596998,,2026-04-17,3330000,부산광역시 해운대구
138-4-000078,예원주차장,민영,노외,,부산광역시 해운대구 송정동201-19,18,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.1833602,129.2042323,,2026-04-17,3330000,부산광역시 해운대구
138-4-000099,조은주차빌딩주차장,민영,노외,부산광역시 해운대구 반여로 116 (반여동),부산광역시 해운대구 반여동1627-2,33,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.20184202,129.1239478,,2026-04-17,3330000,부산광역시 해운대구
138-4-000056,센텀Q주차장,민영,노외,부산광역시 해운대구 센텀5로 55 (우동),부산광역시 해운대구 우동1483,399,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,2000,,,,10000,100000,현금,,부산광역시 해운대구청,051-749-4887,35.17295765,129.131585,,2026-04-17,3330000,부산광역시 해운대구
138-4-000057,센텀힐주차장,민영,노외,부산광역시 해운대구 재반로 74 (재송동),부산광역시 해운대구 재송동1118-4,37,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18536711,129.1261143,,2026-04-17,3330000,부산광역시 해운대구
138-4-000059,송민주차장,민영,노외,,"부산광역시 해운대구 반송동250-1004,1005",6,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.22231893,129.1496924,,2026-04-17,3330000,부산광역시 해운대구
138-4-000060,송정바다주차장,민영,노외,,"부산광역시 해운대구 송정동 323-10,323-13",26,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18077639,129.2006535,,2026-04-17,3330000,부산광역시 해운대구
138-4-000061,송정주차장,민영,노외,,"부산광역시 해운대구 송정동297-58,59,60",30,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18082607,129.2016783,,2026-04-17,3330000,부산광역시 해운대구
138-4-000062,송정주차장,민영,노외,,부산광역시 해운대구 송정동427-2,101,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18231331,129.200985,,2026-04-17,3330000,부산광역시 해운대구
138-4-000063,송정주차장,민영,노외,,부산광역시 해운대구 송정동140-11,15,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18239043,129.1997463,,2026-04-17,3330000,부산광역시 해운대구
138-4-000064,신도시주차장,민영,노외,부산광역시 해운대구 좌동로91번길 52 (좌동),부산광역시 해운대구 좌동912,45,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.17430132,129.1737361,,2026-04-17,3330000,부산광역시 해운대구
138-4-000065,신리주차장,민영,노외,,부산광역시 해운대구 반송동788-15,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,1000,,,,,50000,현금,,부산광역시 해운대구청,051-749-4887,35.23090171,129.1530403,,2026-04-17,3330000,부산광역시 해운대구
138-4-000066,신촌주차장,민영,노외,부산광역시 해운대구 반여로155번길 6 (반여동),부산광역시 해운대구 반여동1248,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,50000,현금,월주차만,부산광역시 해운대구청,051-749-4887,35.20525571,129.1255353,,2026-04-17,3330000,부산광역시 해운대구
138-4-000067,신해운대주차장,민영,노외,,부산광역시 해운대구 우동648-3,9,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,,,,2026-04-17,3330000,부산광역시 해운대구
138-4-000070,알리주차장,민영,노외,,부산광역시 해운대구 송정동292,7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18158127,129.2036316,,2026-04-17,3330000,부산광역시 해운대구
138-4-000071,알천애프앤비,민영,노외,부산광역시 해운대구 재반로64번길 19 (재송동),부산광역시 해운대구 재송동1119-8,5,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18506588,129.1269232,,2026-04-17,3330000,부산광역시 해운대구
138-4-000072,암소갈비주차장,민영,노외,,부산광역시 해운대구 중동1220-1,15,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,,,,2026-04-17,3330000,부산광역시 해운대구
138-4-000073,양지주차장,민영,노외,,부산광역시 해운대구 반송동250-2343,6,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,40000,현금,월주차만,부산광역시 해운대구청,051-749-4887,35.21967318,129.1527163,,2026-04-17,3330000,부산광역시 해운대구
138-4-000086,유로주차장,민영,노외,부산광역시 해운대구 우동2로30번가길 11 (우동),부산광역시 해운대구 우동229-4,3,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,50000,현금,월주차만,부산광역시 해운대구청,051-749-4887,35.16778016,129.161215,,2026-04-17,3330000,부산광역시 해운대구
138-4-000087,유진주차장,민영,노외,,"부산광역시 해운대구 반송동331-8,13",30,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.2314525,129.1536118,,2026-04-17,3330000,부산광역시 해운대구
138-4-000088,은화요양병원주차장,민영,노외,부산광역시 해운대구 반송로828번길 7 (반송동),부산광역시 해운대구 반송동679-5,7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.22751158,129.147256,,2026-04-17,3330000,부산광역시 해운대구
138-4-000089,이비스주차장,민영,노외,,부산광역시 해운대구 우동629-1,6,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,,,,2026-04-17,3330000,부산광역시 해운대구
138-4-000090,일승주차장,민영,노외,부산광역시 해운대구 좌동로 115 (좌동),부산광역시 해운대구 좌동420-1,14,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.173709,129.1771468,,2026-04-17,3330000,부산광역시 해운대구
138-4-000091,일품한우주차장,민영,노외,부산광역시 해운대구 해운대로570번길 49 (우동),부산광역시 해운대구 우동626-11,20,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16023416,129.159398,,2026-04-17,3330000,부산광역시 해운대구
138-4-000092,장산주차장,민영,노외,,부산광역시 해운대구 반여동1603-19,7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1000,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.20037245,129.1313545,,2026-04-17,3330000,부산광역시 해운대구
138-4-000093,장산주차장,민영,노외,,부산광역시 해운대구 좌동1463-2,10,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.17157892,129.1759117,,2026-04-17,3330000,부산광역시 해운대구
138-4-000094,장터주차장,민영,노외,,부산광역시 해운대구 재송동1124-7,10,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18684535,129.1259517,,2026-04-17,3330000,부산광역시 해운대구
138-4-000095,재송동주차장,민영,노외,,"부산광역시 해운대구 재송동1118-5,1118-25",21,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.1851902,129.1261074,,2026-04-17,3330000,부산광역시 해운대구
138-4-000096,제일주차장,민영,노외,부산광역시 해운대구 우동2로14번가길 10 (우동),부산광역시 해운대구 우동175-3,24,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,500,30,1000,,5000,,현금,,부산광역시 해운대구청,051-749-4887,35.16683624,129.1607997,,2026-04-17,3330000,부산광역시 해운대구
138-4-000097,제타호텔부설주차장,민영,노외,부산광역시 해운대구 송정중앙로33번길 10-1 (송정동),부산광역시 해운대구 송정동203-7,10,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18252522,129.2044966,,2026-04-17,3330000,부산광역시 해운대구
138-4-000098,조방주차장,민영,노외,부산광역시 해운대구 좌동로75번길 47 (좌동),부산광역시 해운대구 좌동815-40,7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.1732131,129.172426,,2026-04-17,3330000,부산광역시 해운대구
138-4-000113,하나주차장,민영,노외,,부산광역시 해운대구 좌동985-8,19,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1000,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.1727031,129.1745661,,2026-04-17,3330000,부산광역시 해운대구
138-4-000100,조이박주차장,민영,노외,,부산광역시 해운대구 재송동521-1,2,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18063874,129.1260695,,2026-04-17,3330000,부산광역시 해운대구
138-4-000101,주차장,민영,노외,,부산광역시 해운대구 중동 276-1,20,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16861669,129.1718465,,2026-04-17,3330000,부산광역시 해운대구
138-4-000102,주차장,민영,노외,,부산광역시 해운대구 중동1480-4,6,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16058049,129.1838891,,2026-04-17,3330000,부산광역시 해운대구
138-4-000103,중동주차장,민영,노외,부산광역시 해운대구 달맞이길 22 (중동),부산광역시 해운대구 중동1139-4,33,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16190854,129.1672589,,2026-04-17,3330000,부산광역시 해운대구
138-4-000104,지에스타임즈스테이션센텀필주차장,민영,노외,부산광역시 해운대구 센텀동로 102 (재송동),부산광역시 해운대구 재송동1220,290,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1000,30,1000,,20000,70000,현금,,부산광역시 해운대구청,051-749-4887,35.17658669,129.1264896,,2026-04-17,3330000,부산광역시 해운대구
138-4-000105,진영주차장,민영,노외,부산광역시 해운대구 아랫반송로90번길 11-17 (반송동),"부산광역시 해운대구 반송동250-2296,2297",7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.21985669,129.1530278,,2026-04-17,3330000,부산광역시 해운대구
138-4-000081,왕자주차장,민영,노외,부산광역시 해운대구 선수촌로21번길 7,부산광역시 해운대구 반여동 1361-1,10,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.19596682,129.1180908,,2026-04-17,3330000,부산광역시 해운대구
138-4-000082,상월우동주차장,민영,노외,,"부산광역시 해운대구 우동437-3,439-1,440-3",29,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,6500,50000,현금,,부산광역시 해운대구청,051-749-4887,35.16718249,129.1594797,,2026-04-17,3330000,부산광역시 해운대구
138-4-000083,우양주차장,민영,노외,부산광역시 해운대구 반송로 833 (반송동),부산광역시 해운대구 반송동683-18,12,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.22787065,129.1464758,,2026-04-17,3330000,부산광역시 해운대구
138-4-000084,우일주차장,민영,노외,부산광역시 해운대구 우동2로30번길 3 (우동),부산광역시 해운대구 우동442-1,5,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16737478,129.1597887,,2026-04-17,3330000,부산광역시 해운대구
138-4-000085,원도주차장,민영,노외,,부산광역시 해운대구 송정동306-10,5,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18107167,129.1980511,,2026-04-17,3330000,부산광역시 해운대구
138-4-000109,태성주차장,민영,노외,부산광역시 해운대구 윗반송로 68 (반송동),부산광역시 해운대구 반송동211-2,15,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.23011735,129.1570364,,2026-04-17,3330000,부산광역시 해운대구
138-4-000110,태양주차장,민영,노외,,부산광역시 해운대구 우동649-2,89,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.15909839,129.1564351,,2026-04-17,3330000,부산광역시 해운대구
138-4-000111,포트주차장,민영,노외,부산광역시 해운대구 송정구덕포길 170-32 (송정동),부산광역시 해운대구 송정동850-1,3,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16819252,129.1966096,,2026-04-17,3330000,부산광역시 해운대구
138-4-000112,프로미카윈드주차장,민영,노외,,"부산광역시 해운대구 반여동1244-4,5",12,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,55000,현금,월주차만,부산광역시 해운대구청,051-749-4887,35.20525658,129.1248747,,2026-04-17,3330000,부산광역시 해운대구
138-4-000114,하이파킹주차장,민영,노외,부산광역시 해운대구 해운대로570번길 46 (우동),"부산광역시 해운대구 우동629-6,628-1,2,4,8",149,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.15980603,129.1587259,,2026-04-17,3330000,부산광역시 해운대구
138-4-000115,한라주차장,민영,노외,,부산광역시 해운대구 중동1521-3,363,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,1000,60,1000,,7000,30000,현금,,부산광역시 해운대구청,051-749-4887,35.16218543,129.1773373,,2026-04-17,3330000,부산광역시 해운대구
138-4-000117,한양주차장,민영,노외,부산광역시 해운대구 재송1로60번길 15 (재송동),부산광역시 해운대구 재송동1087-1,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18688187,129.1241932,,2026-04-17,3330000,부산광역시 해운대구
138-4-000118,해동주차장,민영,노외,부산광역시 해운대구 우동1로 84-10 (우동),부산광역시 해운대구 우동381-1,16,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,2000,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16881937,129.1563468,,2026-04-17,3330000,부산광역시 해운대구
138-4-000106,청도주차장,민영,노외,,부산광역시 해운대구 반송동250-1687,15,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,40000,현금,월주차만,부산광역시 해운대구청,051-749-4887,35.22182901,129.1526616,,2026-04-17,3330000,부산광역시 해운대구
138-4-000107,카카오T해운대파킹,민영,노외,,부산광역시 해운대구 우동762-46,20,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,20,1000,,,,,,카드,카드전용,부산광역시 해운대구청,051-749-4887,35.15938748,129.1535111,,2026-04-17,3330000,부산광역시 해운대구
138-4-000108,코리아주차장,민영,노외,,부산광역시 해운대구 중동204-4,3,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.17047575,129.1721731,,2026-04-17,3330000,부산광역시 해운대구
138-4-000120,해송주차장,민영,노외,"부산광역시 해운대구 송정1로7번길 28-1 (송정동, 해림파크빌라)",부산광역시 해운대구 송정동306-2,7,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18130674,129.198221,,2026-04-17,3330000,부산광역시 해운대구
138-4-000121,해수주차장,민영,노외,,"부산광역시 해운대구 송정동288-7,16,17",8,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18166658,129.2057897,,2026-04-17,3330000,부산광역시 해운대구
138-4-000122,해수주차장,민영,노외,부산광역시 해운대구 해운대로1105번길 32-19,부산광역시 해운대구 송정동521-1,11,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.18573467,129.1990227,,2026-04-17,3330000,부산광역시 해운대구
138-4-000123,해우주차장,민영,노외,부산광역시 해운대구 해운대해변로 293 (중동),부산광역시 해운대구 중동1396-59,24,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,2000,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16094323,129.162617,,2026-04-17,3330000,부산광역시 해운대구
138-4-000124,해운대구청주차장,민영,노외,부산광역시 해운대구 중동2로 11 (중동),부산광역시 해운대구 중동1378-95,99,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,23:59,유료,10,300,,,,,,현금+신용카드,,부산광역시 해운대구청,051-749-4887,35.16313992,129.1635613,,2026-04-17,3330000,부산광역시 해운대구
138-4-000125,해운대미포주차장,민영,노외,부산광역시 해운대구 달맞이길62번길 11,부산광역시 해운대구 중동947-1,120,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16005397,129.1711588,,2026-04-17,3330000,부산광역시 해운대구
138-4-000126,해운대블루주차장,민영,노외,,부산광역시 해운대구 좌동 1360,43,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16826816,129.1638854,,2026-04-17,3330000,부산광역시 해운대구
138-4-000127,해운대비치주차장,민영,노외,부산광역시 해운대구 해운대해변로209번가길 24 (우동),부산광역시 해운대구 우동649-1,40,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,3000,30,1500,,30000,,현금,,부산광역시 해운대구청,051-749-4887,35.15924612,129.1563448,,2026-04-17,3330000,부산광역시 해운대구
138-4-000128,해운대푸르지오주차장,민영,노외,부산광역시 해운대구 해운대해변로298번길 29 (중동),부산광역시 해운대구 중동1123,35,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16096716,129.1668836,,2026-04-17,3330000,부산광역시 해운대구
138-4-000129,해운주차장,민영,노외,부산광역시 해운대구 해운대해변로209번길 11 (우동),부산광역시 해운대구 우동762-47,14,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.15945791,129.1539637,,2026-04-17,3330000,부산광역시 해운대구
138-4-000130,해운주차장,민영,노외,부산광역시 해운대구 중동1로 42-16 (중동),부산광역시 해운대구 중동1395-21,43,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16147538,129.1627111,,2026-04-17,3330000,부산광역시 해운대구
138-4-000131,해천주차장,민영,노외,,부산광역시 해운대구 반송동250-2292,14,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.22022418,129.1527375,,2026-04-17,3330000,부산광역시 해운대구
134-2-000002,유원오피스텔 뒤,공영,노외,부산광역시 부산진구 서면문화로 29-16,부산광역시 부산진구 부전동 474-97,12,1,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,700,10,700,13,21000,220000,,4.27.부터 5부제적용,부산광역시 부산진구청,051-605-5886,35.15973252,129.0551543,N,2026-04-20,3290000,부산광역시 부산진구
134-2-000003,가야공원,공영,노외,부산광역시 부산진구 가야공원로 70,부산광역시 부산진구 가야동 484-8,39,3,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,200,10,200,24,4700,50000,,4.27.부터 5부제적용,부산광역시 부산진구청,051-605-5886,35.14721452,129.029831,N,2026-04-20,3290000,부산광역시 부산진구
138-1-000024,동백공원공영주차장,공영,노상,부산광역시 해운대구 동백로 90,부산광역시 해운대구 우동721,127,기타,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,유료,10,500,10,500,,15000,,현금+카드,가변급지(1~2),부산광역시 해운대구청,051-749-4885,35.15401381,129.1510145,,2026-04-17,3330000,부산광역시 해운대구
138-2-000016,APEC 나루공원 공영,공영,노외,,부산광역시 해운대구 우동 1494,49,2,미시행,평일+토요일+공휴일,00:01,23:59,00:01,23:59,00:01,23:59,유료,10,300,10,300,,8000,,현금+카드,,부산광역시 해운대구청,051-749-4885,35.16790825,129.1273173,,2026-04-17,3330000,부산광역시 해운대구
138-4-000132,행운주차장,민영,노외,부산광역시 해운대구 반여로185번길 87 (반여동),부산광역시 해운대구 반여동873,13,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,2000,10,2000,,,,현금,,부산광역시 해운대구청,051-749-4887,35.20864273,129.1241096,,2026-04-17,3330000,부산광역시 해운대구
138-4-000133,향토주차장,민영,노외,,"부산광역시 해운대구 우동 441-3,9,10",10,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.1673571,129.1596098,,2026-04-17,3330000,부산광역시 해운대구
138-4-000134,현대주차장,민영,노외,부산광역시 해운대구 구남로18번길 8-1 (우동),"부산광역시 해운대구 우동 541-16,21,23",23,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,30,1500,10,500,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16227693,129.1593745,,2026-04-17,3330000,부산광역시 해운대구
138-4-000135,흥안인더스트리,민영,노외,부산광역시 해운대구 해운대해변로265번길 7 (우동),부산광역시 해운대구 우동626-4,9,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,60,4000,30,2000,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16021916,129.1606128,,2026-04-17,3330000,부산광역시 해운대구
138-4-000136,미포주차장,민영,노외,부산광역시 해운대구 달맞이길50번길 6,"부산광역시 해운대구 중동 1087-5,6",15,기타,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,,,,,,,현금,,부산광역시 해운대구청,051-749-4887,35.16098415,129.1700917,,2026-04-17,3330000,부산광역시 해운대구
